,created_at,screen_name,text,favorite_count,retweet_count,media_type,media_url,slug,human,human_count,type,race,race_confidence,gender,gender_confidence,comments,county,coder
1.25E+18,43942.16458,CMPD,"Por favor apoye esta iniciativa de políticas que actualmente temenos alineadas con los 8 estándares: Sin embargo, CMPD cree que “8 no es Suficinete!” Tome unos minutos y comparta sus opinion en “8 No es Suficiente.” Encuesta para la comunidad. #CLT",6,4,photo,http://pbs.twimg.com/media/EWGU5bwXsAAP5UZ.jpg,EWGU5bwXsAAP5UZ.jpg,1,1,1,2,2,1,2,"
",Charlotte,Wilson
1.25E+18,43944.54236,CMPD,https://t.co/9YqxBCP7lG,6,7,photo,http://pbs.twimg.com/media/EWSkkJoXQAANfzB.jpg,EWSkkJoXQAANfzB.jpg,1,1,1,2,2,1,2,"
",Charlotte,Wilson
1.26E+18,43965.6875,CMPD,#clt #cltnews https://t.co/peIyrnSyS4,3,4,photo,http://pbs.twimg.com/media/EX_dVyOWAAILh26.jpg,EX_dVyOWAAILh26.jpg,1,1,1,2,2,1,2,"
",Charlotte,Wilson
1.27E+18,43977.87292,CMPD,"An additional $5,000 has been donated to the @CLTCrimeStoppers for this case. That brings the total reward amount up to $10,000. Call 704-334-1600 or https://t.co/a8L4pxVWej #anonymous #clt #cltnews #CharlotteNC",6,16,photo,http://pbs.twimg.com/media/EY-N9rlXQAEUOZr.jpg,EY-N9rlXQAEUOZr.jpg,1,1,1,2,2,1,2,"
",Charlotte,Wilson
1.27E+18,43977.72014,CMPD,"She spent her life in #CLT. She was a daughter, sister, mother and grandmother. A caregiver by profession and a neighbor we all would want.",4,7,photo,http://pbs.twimg.com/media/EY9aCsiXsAY5cLV.jpg,EY9aCsiXsAY5cLV.jpg,1,1,1,2,2,1,2,"
",Charlotte,Wilson
1.26E+18,43969.98472,CMPD,Homicide Unit detectives have made an arrest in this investigation.  📱Please call @CLTCrimeStopper at 704-334-1600 with any information. https://t.co/sfUzs4j9pb,3,4,photo,http://pbs.twimg.com/media/EYVmQV7XQAAGewx.jpg,EYVmQV7XQAAGewx.jpg,1,1,1,2,2,1,2,"
",Charlotte,Wilson
1.27E+18,43990.59028,CMPD,Have any information about this case? Please call @CLTCrimeStopper at 704-334-1600. https://t.co/g1IhY9a2F7,12,14,photo,http://pbs.twimg.com/media/EZ_tf2EXQAEjfba.jpg,EZ_tf2EXQAEjfba.jpg,1,1,1,2,2,1,2,"
",Charlotte,Wilson
1.15E+18,43656.63681,FayettevillePD,•Hazel Eyes https://t.co/z7M2L4Ubc4,2,0,photo,http://pbs.twimg.com/media/D_H6P-kWkAEYIua.jpg,D_H6P-kWkAEYIua.jpg,1,1,1,2,2,1,2,"
",Fayetteville,Wilson
1.15E+18,43658.78403,FayettevillePD,Detectives need assistance locating Brittany Westrich who was last seen yesterday along Belford Road.,1,0,photo,http://pbs.twimg.com/media/D_S9xOMXsAAn5Ek.jpg,D_S9xOMXsAAn5Ek.jpg,1,1,1,2,2,1,2,"
",Fayetteville,Wilson
1.15E+18,43664.85694,FayettevillePD,"Throughout the whole month of October, you may see #FayPD officers wearing Pink Patches and Pink Badges in support of Breast Cancer Awareness. ",4,5,photo,http://pbs.twimg.com/media/D_yPRGPW4AIPquk.jpg,D_yPRGPW4AIPquk.jpg,1,2,1,2,2,1,2,"
",Fayetteville,Wilson
1.15E+18,43664.85694,FayettevillePD,"Throughout the whole month of October, you may see #FayPD officers wearing Pink Patches and Pink Badges in support of Breast Cancer Awareness. ",4,5,photo,http://pbs.twimg.com/media/D_yPRGPW4AIPquk.jpg,D_yPRGPW4AIPquk.jpg,1,2,1,2,2,1,2,"ADDED, REPEAT",Fayetteville,Wilson
1.10E+18,43518.64306,FayettevillePD,#9PMRoutine https://t.co/qwrdGWWwBq,12,3,photo,http://pbs.twimg.com/media/D0BQ4XPW0AAtQmm.png,D0BQ4XPW0AAtQmm.png,1,2,1,2,2,1,2,"
",Fayetteville,Wilson
1.10E+18,43518.64306,FayettevillePD,#9PMRoutine https://t.co/qwrdGWWwBq,12,3,photo,http://pbs.twimg.com/media/D0BQ4XPW0AAtQmm.png,D0BQ4XPW0AAtQmm.png,1,2,1,2,2,1,2,ADDED,Fayetteville,Wilson
1.11E+18,43539.78611,FayettevillePD,"We hope you are having a great day, here are some #TBT for you to enjoy! https://t.co/BLA0Td5EPx",4,6,photo,http://pbs.twimg.com/media/D1uJM6aX0AEX-I9.jpg,D1uJM6aX0AEX-I9.jpg,1,1,1,2,2,1,2,"
",Fayetteville,Wilson
1.11E+18,43539.80833,FayettevillePD,Have you done your #9PMRoutine yet? https://t.co/WGa8JO2K3d,2,1,photo,http://pbs.twimg.com/media/D1uQVk9W0AACW8p.jpg,D1uQVk9W0AACW8p.jpg,1,1,1,2,2,2,2,"
",Fayetteville,Wilson
1.11E+18,43539.84861,FayettevillePD,Happy Friday!! Make sure it's a happy Saturday morning by not being an easy target!! #9PMRoutine https://t.co/oChPA1ISDC,3,5,photo,http://pbs.twimg.com/media/D1uT0OlXgAATLMO.jpg,D1uT0OlXgAATLMO.jpg,1,1,1,1,2,2,2,"
",Fayetteville,Wilson
1.11E+18,43553.58889,FayettevillePD,Tell a friend! Remind your neighbors! #FreeCrimePrevention,2,2,photo,http://pbs.twimg.com/media/D21OnJ9XgAYq0nA.png,D21OnJ9XgAYq0nA.png,1,1,1,2,2,1,2,"
",Fayetteville,Wilson
1.12E+18,43571.06806,FayettevillePD,Have you done your #9PMRoutine? https://t.co/K9d4KeDTjv,4,1,photo,http://pbs.twimg.com/media/D4PPjqJU0AA3k0A.jpg,D4PPjqJU0AA3k0A.jpg,1,1,1,2,2,1,2,"
",Fayetteville,Wilson
1.12E+18,43573.04722,FayettevillePD,"Officers are requesting the public's assistance locating Trynatee Byrd (W/F, 12 yo) and Izaiah Hargett (Biracial/M, 8 yo). Both were seen walking together around 6pm yesterday on Powell Street. ",4,2,photo,http://pbs.twimg.com/media/D4ZbZFxWsAE-zM7.jpg,D4ZbZFxWsAE-zM7.jpg,1,1,1,2,2,1,2,"
",Fayetteville,Wilson
1.12E+18,43580.86181,FayettevillePD,Remove all valuables from your car. ✔️,13,1,photo,http://pbs.twimg.com/media/D5BrY_TWAAkXp_N.jpg,D5BrY_TWAAkXp_N.jpg,1,1,1,2,2,1,2,"
",Fayetteville,Wilson
1.13E+18,43599.96458,FayettevillePD,Survey says! https://t.co/N4Rh4RtstQ,7,3,photo,http://pbs.twimg.com/media/D6kDd6vW0AA4hzQ.jpg,D6kDd6vW0AA4hzQ.jpg,1,1,1,2,2,1,2,"
",Fayetteville,Wilson
1.14E+18,43624.00347,FayettevillePD,Keep it beautiful! Do your #9PMRoutine,12,5,photo,http://pbs.twimg.com/media/D8f2hLYXUAAEDHf.jpg,D8f2hLYXUAAEDHf.jpg,1,2,1,2,2,1,2,"
",Fayetteville,Wilson
1.14E+18,43624.00347,FayettevillePD,Keep it beautiful! Do your #9PMRoutine,12,5,photo,http://pbs.twimg.com/media/D8f2hLYXUAAEDHf.jpg,D8f2hLYXUAAEDHf.jpg,1,2,1,2,2,1,2,ADDED,Fayetteville,Wilson
1.14E+18,43635.80417,FayettevillePD,"Submit anonymous tips to Fayetteville / Cumberland County CrimeStoppers at https://t.co/bJBjhBZ4s6 or the free ""P3 tips"" app on your mobile device! 💲💲You may be entitled to a CASH reward 💲💲 https://t.co/aEYf2qk4FF",1,5,photo,http://pbs.twimg.com/media/D9coAbxW4AEPiQA.jpg,D9coAbxW4AEPiQA.jpg,1,1,1,2,2,1,2,"
",Fayetteville,Wilson
1.14E+18,43637.85625,FayettevillePD,Time to do the #9PMRoutine! ,8,3,photo,http://pbs.twimg.com/media/D9nMZ6aXYAAiWFM.jpg,D9nMZ6aXYAAiWFM.jpg,1,1,1,2,2,1,2,"REPEAT,Arrested",Fayetteville,Wilson
1.06E+18,43411.02014,FayettevillePD,6/10 - Speedway Owen Drive,4,5,photo,http://pbs.twimg.com/media/DrXBPPmXgAElkaY.jpg,DrXBPPmXgAElkaY.jpg,1,1,1,2,2,1,2,"
",Fayetteville,Wilson
1.08E+18,43462.88611,FayettevillePD,|Homicide Vehicle of Interest|,9,2,photo,http://pbs.twimg.com/media/DviH0doX0AAL9Yg.jpg,DviH0doX0AAL9Yg.jpg,1,1,1,2,2,1,2,"
",Fayetteville,Wilson
1.09E+18,43480.89931,FayettevillePD,"At 6:20 pm, the #FayPD was dispatched to reports of shots being fired at the Cross Creek Mall. Arriving officers immediately determined that no shots had been fired. A disturbance resulted in a person pulling a gun. Another person was throwing chairs, which sounded like gunshots. https://t.co/DAtYiUvJSE",6,6,photo,http://pbs.twimg.com/media/Dw-45epX0AECUY5.jpg,Dw-45epX0AECUY5.jpg,1,1,1,2,2,1,2,"
",Fayetteville,Wilson
1.09E+18,43480.86806,FayettevillePD,Have you done the #9PMRoutine? https://t.co/GScJMlQ9Gb,6,1,photo,http://pbs.twimg.com/media/Dw-ug8RXQAEeaUK.jpg,Dw-ug8RXQAEeaUK.jpg,1,1,1,2,2,1,2,"
",Fayetteville,Wilson
1.08E+18,43479.97778,FayettevillePD,#LoveONE,4,3,photo,http://pbs.twimg.com/media/Dw6JITTWkAAd9Rz.jpg,Dw6JITTWkAAd9Rz.jpg,1,1,1,2,2,1,2,"
",Fayetteville,Wilson
1.09E+18,43480.55903,FayettevillePD, “I recognize it is the entire department’s long standing commitment to the Special Olympics that truly makes this one of our biggest and most successful community policing initiatives” - Chief @ginavhawkins,10,1,photo,http://pbs.twimg.com/media/Dw9Ijw7W0AEX3-7.jpg,Dw9Ijw7W0AEX3-7.jpg,1,1,1,2,2,1,2,"
",Fayetteville,Wilson
1.08E+18,43473.89028,FayettevillePD,"Henry Arnold Hall III is wanted on several charges for break-ins, larcenies, motor vehicle thefts, etc. ",1,1,photo,http://pbs.twimg.com/media/Dway5cCUYAA7WlS.jpg,Dway5cCUYAA7WlS.jpg,1,1,1,2,2,1,2,"
",Fayetteville,Wilson
1.08E+18,43473.96042,FayettevillePD,| Wanted - Prolific Thief |,3,8,photo,http://pbs.twimg.com/media/DwbJk-1W0AE6mj_.jpg,DwbJk-1W0AE6mj_.jpg,1,1,1,2,2,1,2,"
",Fayetteville,Wilson
1.08E+18,43468.91597,FayettevillePD,Hall is known to break into churches and steal lawn equipment. ,5,2,photo,http://pbs.twimg.com/media/DwBLZDRXgAEvCZo.jpg,DwBLZDRXgAEvCZo.jpg,1,1,1,6,2,1,2,"
",Fayetteville,Wilson
1.09E+18,43481.91319,FayettevillePD,You can relax after you've done your #9PMRoutine! https://t.co/3sRT7qmyDy,14,4,photo,http://pbs.twimg.com/media/DxEGrLzU0AArwD-.jpg,DxEGrLzU0AArwD-.jpg,1,1,1,1,2,1,2,"
",Fayetteville,Wilson
1.09E+18,43503.61806,FayettevillePD,Join us in saying congratulations to our recent Basic Law Enforcement Training Graduates and to those who have been recently promoted!,2,0,photo,http://pbs.twimg.com/media/Dyz4nBdX0AMzOxc.jpg,Dyz4nBdX0AMzOxc.jpg,1,1,1,2,2,1,2,"
",Fayetteville,Wilson
1.10E+18,43508.75625,FayettevillePD,"Detectives need the public's assistance identifying  individuals that stole T.V.s from Walmart on Skibo Rd. As they left, they pulled a knife on the L.P. officer. They were seen leaving in an early 2000's model Volvo. Submit tips to Crimestoppers💰 https://t.co/oKitusnEwQ",4,0,photo,http://pbs.twimg.com/media/DzOWP2vW0AAQVi3.jpg,DzOWP2vW0AAQVi3.jpg,1,1,1,2,2,1,2,"
",Fayetteville,Wilson
1.10E+18,43509.75208,FayettevillePD,https://t.co/o3Vx2T0UMz,4,2,photo,http://pbs.twimg.com/media/DzTed-dX0AAjFMZ.jpg,DzTed-dX0AAjFMZ.jpg,1,1,1,2,2,1,2,"
",Fayetteville,Wilson
1.39E+18,44324.7,FayettevillePD,oWhite T-Shirt,4,3,photo,http://pbs.twimg.com/media/E04VCCjX0AA99YO.jpg,E04VCCjX0AA99YO.jpg,1,1,1,2,2,2,2,"
",Fayetteville,Wilson
1.39E+18,44322.57639,FayettevillePD,|Traffic Fatality|,3,0,photo,http://pbs.twimg.com/media/E0tYbeAXEAExm0z.jpg,E0tYbeAXEAExm0z.jpg,1,1,1,2,2,1,2,Arrest made,Fayetteville,Wilson
1.40E+18,44336.61944,FayettevillePD,•Last Seen Wearing,6,5,photo,http://pbs.twimg.com/media/E11tl5XXoAIudqt.jpg,E11tl5XXoAIudqt.jpg,1,1,1,2,2,2,2,"
",Fayetteville,Wilson
1.40E+18,44344.06944,FayettevillePD,#TootToot https://t.co/d6BrrtEZrM,5,5,photo,http://pbs.twimg.com/media/E2cE-QmWEAIsiop.jpg,E2cE-QmWEAIsiop.jpg,1,1,1,2,2,2,2,"
",Fayetteville,Wilson
1.41E+18,44364.03472,FayettevillePD,#FayPDMotivation,1,6,photo,http://pbs.twimg.com/media/E4C5Q5iWEAIMO0m.jpg,E4C5Q5iWEAIMO0m.jpg,1,1,1,1,2,1,2,"
",Fayetteville,Wilson
1.41E+18,44371.74097,FayettevillePD,#LoveONE https://t.co/J7lGjO4DTq,7,1,photo,http://pbs.twimg.com/media/E4qlP9qXMAUtqVi.jpg,E4qlP9qXMAUtqVi.jpg,1,1,1,2,2,1,2,"
",Fayetteville,Wilson
1.41E+18,44387.04306,FayettevillePD,#FayPDMotivation,7,3,photo,http://pbs.twimg.com/media/E55YkwIXIAApZ0l.png,E55YkwIXIAApZ0l.png,1,1,1,2,2,1,2,"
",Fayetteville,Wilson
1.41E+18,44381.07639,FayettevillePD,🔒 The #9PMRoutine is much easier than the crate challenge. 🤕,4,4,photo,http://pbs.twimg.com/media/E5aqHpyWQAYAK1G.png,E5aqHpyWQAYAK1G.png,1,1,1,2,2,1,2,"
",Fayetteville,Wilson
1.41E+18,44376.8625,FayettevillePD,#FayPDMotivation,6,2,photo,http://pbs.twimg.com/media/E5E9O4MXMAA8qR_.jpg,E5E9O4MXMAA8qR_.jpg,1,1,1,2,2,1,2,"
",Fayetteville,Wilson
1.43E+18,44428.59722,FayettevillePD,"Travis Jefferson (B/M, 27) is charged with 1st Deg. Murder &amp; Poss. of Firearm by Felon in the homicide of Nicoda Melvin. U.S. Marshals are assisting with apprehending Jefferson. He is considered armed &amp; dangerous. ",2,2,photo,http://pbs.twimg.com/media/E9PYcnoWUAIHclE.png,E9PYcnoWUAIHclE.png,1,1,1,1,2,1,2,"
",Fayetteville,Wilson
1.15E+18,43672.82778,FayettevillePD,&gt;Turn on outside lights 💡 https://t.co/5n1wJfNh9q,4,7,photo,http://pbs.twimg.com/media/EAbShIAX4AAWcdG.png,EAbShIAX4AAWcdG.png,1,1,1,2,2,1,2,"
",Fayetteville,Wilson
1.27E+18,43993.52708,FayettevillePD,#SharingIsCaring,7,5,photo,http://pbs.twimg.com/media/EaO1zm3XYAApSop.jpg,EaO1zm3XYAApSop.jpg,1,6,1,2,2,1,2,Most wanted list,Fayetteville,Wilson
1.27E+18,43993.52708,FayettevillePD,#SharingIsCaring,7,5,photo,http://pbs.twimg.com/media/EaO1zm3XYAApSop.jpg,EaO1zm3XYAApSop.jpg,1,6,1,1,2,1,2,ADDED,Fayetteville,Wilson
1.27E+18,43993.52708,FayettevillePD,#SharingIsCaring,7,5,photo,http://pbs.twimg.com/media/EaO1zm3XYAApSop.jpg,EaO1zm3XYAApSop.jpg,1,6,1,2,2,1,2,ADDED,Fayetteville,Wilson
1.27E+18,43993.52708,FayettevillePD,#SharingIsCaring,7,5,photo,http://pbs.twimg.com/media/EaO1zm3XYAApSop.jpg,EaO1zm3XYAApSop.jpg,1,6,1,1,2,1,2,ADDED,Fayetteville,Wilson
1.27E+18,43993.52708,FayettevillePD,#SharingIsCaring,7,5,photo,http://pbs.twimg.com/media/EaO1zm3XYAApSop.jpg,EaO1zm3XYAApSop.jpg,1,6,1,2,2,1,2,ADDED,Fayetteville,Wilson
1.27E+18,43993.52708,FayettevillePD,#SharingIsCaring,7,5,photo,http://pbs.twimg.com/media/EaO1zm3XYAApSop.jpg,EaO1zm3XYAApSop.jpg,1,6,1,2,2,1,2,ADDED,Fayetteville,Wilson
1.28E+18,44005.82639,FayettevillePD,#FayPDMotivation https://t.co/o93CpW9CPl,4,1,photo,http://pbs.twimg.com/media/EbOLo0eXsAAiMKJ.jpg,EbOLo0eXsAAiMKJ.jpg,1,1,1,2,2,1,2,"
",Fayetteville,Wilson
1.28E+18,44012.60208,FayettevillePD,&gt;Remove your valuables from vehicles,2,1,photo,http://pbs.twimg.com/media/EbxEzPPUYAEMyRM.jpg,EbxEzPPUYAEMyRM.jpg,1,1,1,2,2,1,2,"
",Fayetteville,Wilson
1.28E+18,44027.80625,FayettevillePD,"Citizens can drop off unused, expired, or unneeded medications to be safely disposed of here:",3,1,photo,http://pbs.twimg.com/media/Ec_X8k0WAAADAWk.jpg,Ec_X8k0WAAADAWk.jpg,1,1,1,1,2,1,2,"
",Fayetteville,Wilson
1.28E+18,44027.80903,FayettevillePD, 📆 This SATURDAY 03/27/21  10am - 2pm!! ,2,3,photo,http://pbs.twimg.com/media/Ec_YwNWWkAA4TIW.jpg,Ec_YwNWWkAA4TIW.jpg,1,1,1,1,2,1,2,REPEAT,Fayetteville,Wilson
1.28E+18,44026.95069,FayettevillePD,3026 Bragg Blvd,2,4,photo,http://pbs.twimg.com/media/Ec69_aZXoAI-aDv.png,Ec69_aZXoAI-aDv.png,1,1,1,2,2,1,2,"
",Fayetteville,Wilson
1.28E+18,44028.65347,FayettevillePD,#Facts https://t.co/Qya3X3HLcU,2,6,photo,http://pbs.twimg.com/media/EdDvIykWoAAOXxr.png,EdDvIykWoAAOXxr.png,1,1,1,1,2,1,2,"
",Fayetteville,Wilson
1.29E+18,44034.62569,FayettevillePD,#FayPDMotivation https://t.co/Tutlza0RDs,1,1,photo,http://pbs.twimg.com/media/Edifie_XYAAm3z9.jpg,Edifie_XYAAm3z9.jpg,1,1,1,2,2,1,2,"
",Fayetteville,Wilson
1.29E+18,44042.87778,FayettevillePD,&gt;Remove valuables from vehicle (including firearms &amp; keys),0,1,photo,http://pbs.twimg.com/media/EeM_P9vXkAEoJu0.jpg,EeM_P9vXkAEoJu0.jpg,1,1,1,2,2,1,2,"
",Fayetteville,Wilson
1.29E+18,44043.55347,FayettevillePD,#LoveONE https://t.co/VKs0qmfRdB,5,0,photo,http://pbs.twimg.com/media/EeQeFz3WoAI6Om0.jpg,EeQeFz3WoAI6Om0.jpg,1,1,1,2,2,1,2,"
",Fayetteville,Wilson
1.29E+18,44043.84861,FayettevillePD,#FayPDMotivation,1,0,photo,http://pbs.twimg.com/media/EeR_OWyXYAA69mX.jpg,EeR_OWyXYAA69mX.jpg,1,1,1,2,2,1,2,"REPEAT, located",Fayetteville,Wilson
1.18E+18,43739.76667,FayettevillePD,The #FayPD 4th Quarter Faith Forum is scheduled for Friday November 20th!!,7,4,photo,http://pbs.twimg.com/media/EF0A7d7XUAAvgl5.png,EF0A7d7XUAAvgl5.png,1,1,1,2,2,1,2,"
",Fayetteville,Wilson
1.18E+18,43741.63125,FayettevillePD,"#FayPD Detectives are seeking info about a break-in that occurred between 09/25-27/2020, at a residence on Great Oaks Drive. They stole over 400k worth of jewelry. ",1,1,photo,http://pbs.twimg.com/media/EF9nnjuWsAAi8PA.jpg,EF9nnjuWsAAi8PA.jpg,1,1,1,1,2,1,2,"
",Fayetteville,Wilson
1.29E+18,44054.52986,FayettevillePD,&gt;Close your garage door https://t.co/dPnBR3Rtvf,2,3,photo,http://pbs.twimg.com/media/EfI_sclXgAAX2Pw.jpg,EfI_sclXgAAX2Pw.jpg,1,6,1,1,2,2,2,"
",Fayetteville,Wilson
1.29E+18,44054.52986,FayettevillePD,&gt;Close your garage door https://t.co/dPnBR3Rtvf,2,3,photo,http://pbs.twimg.com/media/EfI_sclXgAAX2Pw.jpg,EfI_sclXgAAX2Pw.jpg,1,6,1,1,2,1,2,ADDED,Fayetteville,Wilson
1.29E+18,44054.52986,FayettevillePD,&gt;Close your garage door https://t.co/dPnBR3Rtvf,2,3,photo,http://pbs.twimg.com/media/EfI_sclXgAAX2Pw.jpg,EfI_sclXgAAX2Pw.jpg,1,6,1,1,2,1,2,ADDED,Fayetteville,Wilson
1.29E+18,44054.52986,FayettevillePD,&gt;Close your garage door https://t.co/dPnBR3Rtvf,2,3,photo,http://pbs.twimg.com/media/EfI_sclXgAAX2Pw.jpg,EfI_sclXgAAX2Pw.jpg,1,6,1,3,2,1,2,"ADDED, Arrested",Fayetteville,Wilson
1.29E+18,44054.52986,FayettevillePD,&gt;Close your garage door https://t.co/dPnBR3Rtvf,2,3,photo,http://pbs.twimg.com/media/EfI_sclXgAAX2Pw.jpg,EfI_sclXgAAX2Pw.jpg,1,6,1,1,2,1,2,ADDED,Fayetteville,Wilson
1.29E+18,44054.52986,FayettevillePD,&gt;Close your garage door https://t.co/dPnBR3Rtvf,2,3,photo,http://pbs.twimg.com/media/EfI_sclXgAAX2Pw.jpg,EfI_sclXgAAX2Pw.jpg,1,6,1,2,2,1,2,ADDED,Fayetteville,Wilson
1.29E+18,44054.65347,FayettevillePD,&gt;Turn on outside lights,4,7,photo,http://pbs.twimg.com/media/EfJoVC9WoAEmjE8.jpg,EfJoVC9WoAEmjE8.jpg,1,1,1,2,2,1,2,,Fayetteville,Wilson
1.29E+18,44055.75625,FayettevillePD,#LoveONE https://t.co/6HMnNhDLJC,1,1,photo,http://pbs.twimg.com/media/EfPT4wUXoAMhEZh.jpg,EfPT4wUXoAMhEZh.jpg,1,1,1,2,2,1,2,"
",Fayetteville,Wilson
1.30E+18,44076.57153,FayettevillePD,The #9PMRoutine is too easy not to do!! ,2,3,photo,http://pbs.twimg.com/media/Eg6gZG0WsAQpcDY.jpg,Eg6gZG0WsAQpcDY.jpg,1,1,1,2,2,1,2,"
",Fayetteville,Wilson
1.30E+18,44066.93056,FayettevillePD,#FayPDMotivation,4,5,photo,http://pbs.twimg.com/media/EgI27XIWkAALWg7.jpg,EgI27XIWkAALWg7.jpg,1,1,1,2,2,1,2,"REPEAT, Arrested",Fayetteville,Wilson
1.30E+18,44066.92917,FayettevillePD,#LoveONE https://t.co/GoyjpBg0Qn,0,0,photo,http://pbs.twimg.com/media/EgI2WjMXoAEp8sw.jpg,EgI2WjMXoAEp8sw.jpg,1,1,1,2,2,1,2,"
",Fayetteville,Wilson
1.18E+18,43749.69028,FayettevillePD,✔️Lock your car,13,7,photo,http://pbs.twimg.com/media/EGnHl_vXkAANdXK.jpg,EGnHl_vXkAANdXK.jpg,1,1,1,1,2,1,2,"
",Fayetteville,Wilson
1.30E+18,44074.66389,FayettevillePD, ✌️ Lock your vehicle (and residence),7,5,photo,http://pbs.twimg.com/media/EgwrqBTWAAAMZtS.jpg,EgwrqBTWAAAMZtS.jpg,1,6,1,1,2,2,2,Most wanted list,Fayetteville,Wilson
1.30E+18,44074.66389,FayettevillePD, ✌️ Lock your vehicle (and residence),7,5,photo,http://pbs.twimg.com/media/EgwrqBTWAAAMZtS.jpg,EgwrqBTWAAAMZtS.jpg,1,6,1,1,2,1,2,"REPEAT, ADDED",Fayetteville,Wilson
1.30E+18,44074.66389,FayettevillePD, ✌️ Lock your vehicle (and residence),7,5,photo,http://pbs.twimg.com/media/EgwrqBTWAAAMZtS.jpg,EgwrqBTWAAAMZtS.jpg,1,6,1,2,2,1,2,"REPEAT, ADDED",Fayetteville,Wilson
1.30E+18,44074.66389,FayettevillePD, ✌️ Lock your vehicle (and residence),7,5,photo,http://pbs.twimg.com/media/EgwrqBTWAAAMZtS.jpg,EgwrqBTWAAAMZtS.jpg,1,6,1,3,2,1,2,"REPEAT, ADDED",Fayetteville,Wilson
1.30E+18,44074.66389,FayettevillePD, ✌️ Lock your vehicle (and residence),7,5,photo,http://pbs.twimg.com/media/EgwrqBTWAAAMZtS.jpg,EgwrqBTWAAAMZtS.jpg,1,6,1,2,2,2,2,"REPEAT, ADDED",Fayetteville,Wilson
1.30E+18,44074.66389,FayettevillePD, ✌️ Lock your vehicle (and residence),7,5,photo,http://pbs.twimg.com/media/EgwrqBTWAAAMZtS.jpg,EgwrqBTWAAAMZtS.jpg,1,6,1,2,2,1,2,"REPEAT, ADDED",Fayetteville,Wilson
1.31E+18,44089.82778,FayettevillePD,#FayPD officers are on scene of a head-on collision on STRICKLAND BRIDGE RD at HYANNIS DR. One driver was transported to CFVMC with life-threatening injuries. ,6,0,photo,http://pbs.twimg.com/media/Eh-xedWXYAgU2Kp.jpg,Eh-xedWXYAgU2Kp.jpg,1,6,1,1,2,2,2,"
",Fayetteville,Wilson
1.31E+18,44089.82778,FayettevillePD,#FayPD officers are on scene of a head-on collision on STRICKLAND BRIDGE RD at HYANNIS DR. One driver was transported to CFVMC with life-threatening injuries. ,6,0,photo,http://pbs.twimg.com/media/Eh-xedWXYAgU2Kp.jpg,Eh-xedWXYAgU2Kp.jpg,1,6,1,1,2,1,2,"REPEAT, ADDED",Fayetteville,Wilson
1.31E+18,44089.82778,FayettevillePD,#FayPD officers are on scene of a head-on collision on STRICKLAND BRIDGE RD at HYANNIS DR. One driver was transported to CFVMC with life-threatening injuries. ,6,0,photo,http://pbs.twimg.com/media/Eh-xedWXYAgU2Kp.jpg,Eh-xedWXYAgU2Kp.jpg,1,6,1,2,2,1,2,"ADDED, Arrested",Fayetteville,Wilson
1.31E+18,44089.82778,FayettevillePD,#FayPD officers are on scene of a head-on collision on STRICKLAND BRIDGE RD at HYANNIS DR. One driver was transported to CFVMC with life-threatening injuries. ,6,0,photo,http://pbs.twimg.com/media/Eh-xedWXYAgU2Kp.jpg,Eh-xedWXYAgU2Kp.jpg,1,6,1,1,2,1,2,ADDED,Fayetteville,Wilson
1.31E+18,44089.82778,FayettevillePD,#FayPD officers are on scene of a head-on collision on STRICKLAND BRIDGE RD at HYANNIS DR. One driver was transported to CFVMC with life-threatening injuries. ,6,0,photo,http://pbs.twimg.com/media/Eh-xedWXYAgU2Kp.jpg,Eh-xedWXYAgU2Kp.jpg,1,6,1,2,2,2,2,"REPEAT, ADDED",Fayetteville,Wilson
1.31E+18,44089.82778,FayettevillePD,#FayPD officers are on scene of a head-on collision on STRICKLAND BRIDGE RD at HYANNIS DR. One driver was transported to CFVMC with life-threatening injuries. ,6,0,photo,http://pbs.twimg.com/media/Eh-xedWXYAgU2Kp.jpg,Eh-xedWXYAgU2Kp.jpg,1,6,1,2,2,1,2,"REPEAT, ADDED",Fayetteville,Wilson
1.19E+18,43763.82708,FayettevillePD,Related to a 1992 Cold Case Sexual Assault. https://t.co/7A2qQsLHlX,5,4,photo,http://pbs.twimg.com/media/EHv66-ZW4AACFW_.jpg,EHv66-ZW4AACFW_.jpg,1,1,1,2,2,1,2,"
",Fayetteville,Wilson
1.31E+18,44096.71806,FayettevillePD,#9PMRoutine https://t.co/vLrb6Z82Vs,2,2,photo,http://pbs.twimg.com/media/EiiQbufXcAYjPRa.jpg,EiiQbufXcAYjPRa.jpg,1,6,1,1,2,2,2,"REPEAT,Arrested",Fayetteville,Wilson
1.31E+18,44096.71806,FayettevillePD,#9PMRoutine https://t.co/vLrb6Z82Vs,2,2,photo,http://pbs.twimg.com/media/EiiQbufXcAYjPRa.jpg,EiiQbufXcAYjPRa.jpg,1,6,1,1,2,1,2,"REPEAT,ADDED",Fayetteville,Wilson
1.31E+18,44096.71806,FayettevillePD,#9PMRoutine https://t.co/vLrb6Z82Vs,2,2,photo,http://pbs.twimg.com/media/EiiQbufXcAYjPRa.jpg,EiiQbufXcAYjPRa.jpg,1,6,1,2,2,1,2,"REPEAT,ADDED",Fayetteville,Wilson
